Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total
187 0.00000E+00 4.60663E-22 1.92290E-22 2.23936E-26 1.36944E-33 1.85744E-27 2.83109E-28 6.52977E-22
188 0.00000E+00 4.60663E-22 1.92289E-22 2.23939E-26 1.37079E-33 1.85927E-27 2.83387E-28 6.52976E-22
189 0.00000E+00 4.60662E-22 1.92289E-22 2.23942E-26 1.37216E-33 1.86110E-27 2.83665E-28 6.52975E-22
190 0.00000E+00 4.60662E-22 1.92288E-22 2.23944E-26 1.37353E-33 1.86295E-27 2.83946E-28 6.52974E-22
191 0.00000E+00 4.60661E-22 1.92288E-22 2.23947E-26 1.37490E-33 1.86478E-27 2.84225E-28 6.52973E-22
192 0.00000E+00 4.60661E-22 1.92287E-22 2.23950E-26 1.37626E-33 1.86662E-27 2.84505E-28 6.52972E-22
193 0.00000E+00 4.60660E-22 1.92287E-22 2.23952E-26 1.37764E-33 1.86847E-27 2.84785E-28 6.52971E-22
194 0.00000E+00 4.60660E-22 1.92286E-22 2.23955E-26 1.37901E-33 1.87032E-27 2.85066E-28 6.52970E-22
195 0.00000E+00 4.60659E-22 1.92286E-22 2.23957E-26 1.38039E-33 1.87217E-27 2.85348E-28 6.52969E-22
196 0.00000E+00 4.60659E-22 1.92285E-22 2.23959E-26 1.38177E-33 1.87403E-27 2.85630E-28 6.52968E-22
197 0.00000E+00 4.60658E-22 1.92285E-22 2.23962E-26 1.38315E-33 1.87589E-27 2.85913E-28 6.52967E-22
198 0.00000E+00 4.60658E-22 1.92284E-22 2.23964E-26 1.38454E-33 1.87775E-27 2.86196E-28 6.52966E-22
199 0.00000E+00 4.60657E-22 1.92284E-22 2.23966E-26 1.38593E-33 1.87962E-27 2.86480E-28 6.52965E-22
200 0.00000E+00 4.60656E-22 1.92283E-22 2.23969E-26 1.38732E-33 1.88149E-27 2.86764E-28 6.52964E-22
201 0.00000E+00 4.60656E-22 1.92283E-22 2.23971E-26 1.38871E-33 1.88336E-27 2.87049E-28 6.52963E-22
202 0.00000E+00 4.60655E-22 1.92282E-22 2.23973E-26 1.39011E-33 1.88524E-27 2.87335E-28 6.52962E-22
203 0.00000E+00 4.60655E-22 1.92282E-22 2.23975E-26 1.39151E-33 1.88712E-27 2.87621E-28 6.52961E-22
204 0.00000E+00 4.60654E-22 1.92281E-22 2.23977E-26 1.39291E-33 1.88901E-27 2.87908E-28 6.52960E-22
