Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total 
199 0.00000E+00 2.15080E-22 1.89349E-23 1.22615E-25 1.60043E-31 1.69098E-28 1.38726E-31 2.34137E-22
200 0.00000E+00 2.15079E-22 1.89348E-23 1.22618E-25 1.61015E-31 1.70124E-28 1.39591E-31 2.34136E-22
201 0.00000E+00 2.15078E-22 1.89347E-23 1.22621E-25 1.61999E-31 1.71162E-28 1.40527E-31 2.34135E-22
202 0.00000E+00 2.15077E-22 1.89345E-23 1.22623E-25 1.62995E-31 1.72214E-28 1.41407E-31 2.34134E-22
203 0.00000E+00 2.15076E-22 1.89344E-23 1.22626E-25 1.64003E-31 1.73277E-28 1.42209E-31 2.34133E-22
204 0.00000E+00 2.15075E-22 1.89343E-23 1.22629E-25 1.65024E-31 1.74354E-28 1.43059E-31 2.34132E-22
205 0.00000E+00 2.15074E-22 1.89341E-23 1.22631E-25 1.66058E-31 1.75445E-28 1.43939E-31 2.34131E-22
206 0.00000E+00 2.15073E-22 1.89340E-23 1.22634E-25 1.67104E-31 1.76549E-28 1.44914E-31 2.34130E-22
207 0.00000E+00 2.15072E-22 1.89339E-23 1.22636E-25 1.68164E-31 1.77668E-28 1.45804E-31 2.34128E-22
208 0.00000E+00 2.15071E-22 1.89337E-23 1.22639E-25 1.69237E-31 1.78800E-28 1.46731E-31 2.34127E-22
